0 5.00 5.00 5.00 5.00 5.00 5.00 5.00 5.00 
8 4.96 5.00 4.98 5.00 4.98 4.96 4.92 4.98 
16 4.31 4.97 4.68 4.95 4.38 4.74 3.30 4.93 
24 2.09 4.91 3.57 4.89 2.01 4.42 0.58 4.87 
32 0.47 4.83 1.46 4.82 0.56 4.04 0.40 4.79 
40 0.38 4.74 0.53 4.74 0.43 3.80 0.33 4.72 
48 0.32 4.64 0.43 4.64 0.37 3.62 0.29 4.62 
56 0.30 4.54 0.39 4.56 0.33 3.41 0.26 4.54 
64 0.28 4.44 0.34 4.45 0.30 3.09 0.25 4.44 
72 0.26 4.33 0.32 4.36 0.28 2.68 0.24 4.35 
80 0.25 4.21 0.31 4.26 0.27 2.26 0.23 4.25 
88 0.24 4.09 0.29 4.15 0.26 1.81 0.22 4.15 
96 0.23 4.00 0.28 4.04 0.26 1.33 0.22 4.04 
104 0.23 3.86 0.28 3.93 0.25 0.66 0.22 3.94 
112 0.23 3.75 0.28 3.82 0.26 0.62 0.21 3.82 
120 0.22 3.62 0.28 3.71 0.26 0.57 0.22 3.72 
128 0.23 3.48 0.28 3.58 0.25 0.53 0.22 3.60 
136 0.23 3.34 0.27 3.47 0.26 0.53 0.21 3.49 
144 0.23 3.20 0.28 3.35 0.25 0.47 0.21 3.38 
152 0.23 3.09 0.27 3.24 0.25 0.49 0.21 3.26 
160 0.23 2.96 0.28 3.12 0.25 0.44 0.22 3.14 
168 0.23 2.85 0.28 2.99 0.25 0.46 0.22 3.03 
176 0.23 2.69 0.28 2.87 0.25 0.43 0.21 2.92 
184 0.23 2.55 0.27 2.75 0.25 0.43 0.21 2.80 
192 0.23 2.48 0.28 2.71 0.25 0.42 0.22 2.76 
200 0.23 2.48 0.28 2.71 0.25 0.42 0.22 2.76 
208 0.23 2.47 0.28 2.71 0.25 0.42 0.21 2.76 
216 0.22 2.47 0.28 2.71 0.25 0.42 0.21 2.75 
224 0.23 2.47 0.27 2.70 0.25 0.42 0.21 2.75 
232 0.23 2.47 0.28 2.71 0.25 0.42 0.21 2.75 
240 0.23 2.47 0.28 2.70 0.25 0.42 0.21 2.75 
248 0.23 2.47 0.28 2.71 0.25 0.42 0.21 2.75 
